area,location,bhk,bath,balcony,parking,furnishing,property_type,age,price,area_per_bhk,bath_per_bhk,age_squared
1923,Jayanagar,1,2,2,1,Fully-Furnished,Villa,3,25570000,1923.0,2.0,9
1643,Hebbal,2,3,0,1,Semi-Furnished,Independent House,15,11220000,821.5,1.5,225
1650,Electronic City,3,4,0,2,Unfurnished,Villa,15,7320000,550.0,1.3333333333333333,225
977,Electronic City,2,2,0,1,Semi-Furnished,Villa,12,8410000,488.5,1.0,144
1065,HSR Layout,5,5,0,2,Semi-Furnished,Independent House,14,6380000,213.0,1.0,196
1861,BTM Layout,1,2,2,0,Unfurnished,Independent House,5,11650000,1861.0,2.0,25
1292,Whitefield,2,1,0,2,Unfurnished,Villa,8,12540000,646.0,0.5,64
2322,BTM Layout,5,3,1,0,Semi-Furnished,Independent House,13,23210000,464.4,0.6,169
1515,Electronic City,1,1,1,0,Semi-Furnished,Apartment,14,9100000,1515.0,1.0,196
2165,Indiranagar,3,1,1,0,Semi-Furnished,Independent House,13,12570000,721.6666666666666,0.3333333333333333,169
1393,Yelahanka,3,3,0,0,Unfurnished,Apartment,9,9110000,464.3333333333333,1.0,81
1762,Indiranagar,5,2,0,1,Semi-Furnished,Apartment,2,16560000,352.4,0.4,4
2271,Malleshwaram,4,1,2,0,Fully-Furnished,Apartment,13,16790000,567.75,0.25,169
808,Electronic City,5,6,2,2,Fully-Furnished,Villa,4,5630000,161.6,1.2,16
1293,Yelahanka,2,2,0,0,Unfurnished,Villa,8,13430000,646.5,1.0,64
1415,KR Puram,3,4,1,0,Unfurnished,Independent House,10,11090000,471.6666666666667,1.3333333333333333,100
1769,Whitefield,4,4,2,2,Unfurnished,Independent House,9,15280000,442.25,1.0,81
2344,JP Nagar,2,1,1,1,Semi-Furnished,Villa,6,15020000,1172.0,0.5,36
2393,Jayanagar,3,1,2,1,Semi-Furnished,Apartment,15,12520000,797.6666666666666,0.3333333333333333,225
1198,HSR Layout,1,1,0,1,Unfurnished,Apartment,9,6110000,1198.0,1.0,81
2196,Yelahanka,1,2,2,2,Semi-Furnished,Independent House,6,18450000,2196.0,2.0,36
2068,Rajajinagar,5,3,2,2,Semi-Furnished,Apartment,12,15210000,413.6,0.6,144
1267,Whitefield,5,4,1,0,Fully-Furnished,Villa,7,12220000,253.4,0.8,49
1037,Uttarahalli,3,3,0,2,Fully-Furnished,Villa,8,11720000,345.6666666666667,1.0,64
1663,Kengeri,5,1,1,1,Semi-Furnished,Apartment,6,8330000,332.6,0.2,36
1802,Marathahalli,4,2,2,0,Semi-Furnished,Apartment,5,9760000,450.5,0.5,25
1199,Bellandur,4,5,2,0,Semi-Furnished,Independent House,14,5550000,299.75,1.25,196
1470,Jayanagar,5,5,1,2,Semi-Furnished,Villa,13,7500000,294.0,1.0,169
1173,Whitefield,4,4,0,0,Semi-Furnished,Independent House,12,8740000,293.25,1.0,144
861,Koramangala,2,3,1,1,Semi-Furnished,Apartment,2,4990000,430.5,1.5,4
2098,Indiranagar,4,3,1,2,Unfurnished,Villa,5,17870000,524.5,0.75,25
1359,Jayanagar,3,1,0,0,Fully-Furnished,Apartment,2,13630000,453.0,0.3333333333333333,4
2057,Koramangala,4,2,2,2,Fully-Furnished,Villa,6,12070000,514.25,0.5,36
1831,Malleshwaram,1,2,1,1,Semi-Furnished,Independent House,4,18390000,1831.0,2.0,16
1830,BTM Layout,1,2,1,2,Semi-Furnished,Independent House,13,18490000,1830.0,2.0,169
1002,Bellandur,4,4,1,2,Fully-Furnished,Apartment,6,5960000,250.5,1.0,36
1734,Jayanagar,3,1,1,2,Semi-Furnished,Villa,3,8740000,578.0,0.3333333333333333,9
1317,HSR Layout,3,2,2,1,Fully-Furnished,Villa,5,16310000,439.0,0.6666666666666666,25
1900,Uttarahalli,4,3,0,0,Unfurnished,Apartment,5,11760000,475.0,0.75,25
2427,Rajajinagar,4,4,0,1,Semi-Furnished,Villa,1,18090000,606.75,1.0,1
2315,KR Puram,2,3,0,1,Semi-Furnished,Independent House,13,17290000,1157.5,1.5,169
2404,Whitefield,3,4,0,1,Fully-Furnished,Villa,3,24110000,801.3333333333334,1.3333333333333333,9
1918,Koramangala,5,3,1,0,Fully-Furnished,Villa,6,20780000,383.6,0.6,36
1967,Uttarahalli,4,4,0,0,Fully-Furnished,Apartment,6,10680000,491.75,1.0,36
1021,BTM Layout,3,4,1,1,Unfurnished,Apartment,2,6870000,340.3333333333333,1.3333333333333333,4
1444,Uttarahalli,1,2,0,2,Fully-Furnished,Apartment,4,12410000,1444.0,2.0,16
1560,Uttarahalli,3,3,1,2,Unfurnished,Villa,2,13090000,520.0,1.0,4
1113,Whitefield,3,1,2,1,Unfurnished,Apartment,2,7750000,371.0,0.3333333333333333,4
1799,Banashankari,1,1,2,0,Semi-Furnished,Independent House,9,18700000,1799.0,1.0,81
987,Banashankari,5,6,2,2,Semi-Furnished,Villa,14,9510000,197.4,1.2,196
1464,Koramangala,3,1,1,0,Semi-Furnished,Independent House,15,10890000,488.0,0.3333333333333333,225
1582,Banashankari,2,1,1,1,Unfurnished,Apartment,5,7790000,791.0,0.5,25
1248,Bannerghatta Road,5,4,1,0,Unfurnished,Apartment,5,4550000,249.6,0.8,25
1705,Jayanagar,4,1,2,2,Semi-Furnished,Apartment,9,8790000,426.25,0.25,81
2193,BTM Layout,4,4,1,0,Fully-Furnished,Villa,12,15660000,548.25,1.0,144
2322,Yelahanka,5,5,0,0,Unfurnished,Villa,7,20370000,464.4,1.0,49
2334,Hebbal,5,6,0,2,Unfurnished,Villa,6,15570000,466.8,1.2,36
2430,Hebbal,2,2,0,0,Semi-Furnished,Independent House,11,20200000,1215.0,1.0,121
1835,Malleshwaram,1,2,2,1,Fully-Furnished,Independent House,13,11010000,1835.0,2.0,169
1873,Rajajinagar,3,2,1,0,Unfurnished,Villa,13,11280000,624.3333333333334,0.6666666666666666,169
957,Sarjapur Road,4,3,2,2,Fully-Furnished,Villa,15,9670000,239.25,0.75,225
1656,Bellandur,3,2,0,0,Semi-Furnished,Apartment,1,9030000,552.0,0.6666666666666666,1
2139,Rajajinagar,2,3,2,0,Semi-Furnished,Villa,7,21500000,1069.5,1.5,49
1644,Hebbal,5,3,2,2,Fully-Furnished,Apartment,7,17130000,328.8,0.6,49
985,Yelahanka,1,1,1,1,Fully-Furnished,Villa,6,5200000,985.0,1.0,36
1006,Bannerghatta Road,2,2,1,1,Semi-Furnished,Villa,14,11750000,503.0,1.0,196
1018,Jayanagar,3,2,1,1,Fully-Furnished,Apartment,14,10040000,339.3333333333333,0.6666666666666666,196
1227,Malleshwaram,2,2,1,0,Unfurnished,Apartment,5,8590000,613.5,1.0,25
2092,Marathahalli,2,1,0,2,Unfurnished,Apartment,6,9760000,1046.0,0.5,36
1972,Koramangala,2,3,2,0,Fully-Furnished,Villa,6,21300000,986.0,1.5,36
1339,Rajajinagar,4,4,0,2,Fully-Furnished,Independent House,4,7510000,334.75,1.0,16
1829,Sarjapur Road,4,1,1,2,Unfurnished,Independent House,10,12030000,457.25,0.25,100
992,Jayanagar,4,1,1,1,Unfurnished,Apartment,7,7650000,248.0,0.25,49
2181,Indiranagar,4,5,2,0,Semi-Furnished,Villa,1,17290000,545.25,1.25,1
1173,Kengeri,3,2,1,2,Fully-Furnished,Apartment,9,11620000,391.0,0.6666666666666666,81
2349,Hebbal,3,4,0,2,Unfurnished,Villa,14,18070000,783.0,1.3333333333333333,196
1442,HSR Layout,5,4,0,1,Unfurnished,Villa,8,10680000,288.4,0.8,64
1665,Bannerghatta Road,3,3,2,0,Fully-Furnished,Villa,9,20910000,555.0,1.0,81
1333,Yelahanka,3,1,1,0,Fully-Furnished,Independent House,15,7640000,444.3333333333333,0.3333333333333333,225
888,BTM Layout,2,1,2,2,Semi-Furnished,Apartment,13,8240000,444.0,0.5,169
2222,Sarjapur Road,2,3,0,1,Unfurnished,Independent House,9,14970000,1111.0,1.5,81
1497,Koramangala,5,4,1,0,Fully-Furnished,Apartment,12,14860000,299.4,0.8,144
2002,Hebbal,4,2,1,2,Unfurnished,Villa,7,13330000,500.5,0.5,49
2493,Bellandur,2,1,1,1,Fully-Furnished,Independent House,7,13980000,1246.5,0.5,49
1819,BTM Layout,4,2,1,1,Fully-Furnished,Apartment,8,13780000,454.75,0.5,64
2440,Malleshwaram,4,3,2,0,Unfurnished,Villa,8,26960000,610.0,0.75,64
1659,KR Puram,1,1,1,0,Unfurnished,Apartment,2,5530000,1659.0,1.0,4
896,HSR Layout,1,2,2,0,Unfurnished,Apartment,8,3450000,896.0,2.0,64
1251,BTM Layout,1,2,0,1,Fully-Furnished,Apartment,3,8660000,1251.0,2.0,9
1286,Whitefield,3,2,0,0,Fully-Furnished,Independent House,4,11540000,428.6666666666667,0.6666666666666666,16
2231,Hebbal,5,5,1,0,Fully-Furnished,Villa,1,21860000,446.2,1.0,1
2449,Marathahalli,2,1,2,2,Unfurnished,Independent House,10,13620000,1224.5,0.5,100
1316,Bellandur,1,1,0,0,Semi-Furnished,Independent House,3,11000000,1316.0,1.0,9
1411,Koramangala,3,2,0,0,Unfurnished,Independent House,2,6550000,470.3333333333333,0.6666666666666666,4
1651,BTM Layout,1,1,1,1,Semi-Furnished,Villa,10,13540000,1651.0,1.0,100
2115,Sarjapur Road,2,2,1,1,Semi-Furnished,Apartment,2,12650000,1057.5,1.0,4
2260,BTM Layout,2,1,2,0,Unfurnished,Villa,10,21990000,1130.0,0.5,100
2178,Koramangala,5,1,1,0,Unfurnished,Apartment,4,14140000,435.6,0.2,16
1135,Whitefield,1,1,1,2,Fully-Furnished,Independent House,6,11260000,1135.0,1.0,36
1851,Uttarahalli,1,2,2,0,Semi-Furnished,Independent House,1,17970000,1851.0,2.0,1
1960,KR Puram,3,3,2,1,Semi-Furnished,Independent House,9,18860000,653.3333333333334,1.0,81
1550,Jayanagar,4,5,1,2,Unfurnished,Villa,9,16590000,387.5,1.25,81
2225,Uttarahalli,1,1,0,2,Semi-Furnished,Independent House,7,10520000,2225.0,1.0,49
1783,Marathahalli,2,2,2,2,Fully-Furnished,Apartment,3,9190000,891.5,1.0,9
2088,Yelahanka,1,2,0,0,Semi-Furnished,Apartment,8,11710000,2088.0,2.0,64
940,Kengeri,5,4,2,1,Unfurnished,Independent House,14,7640000,188.0,0.8,196
1925,Sarjapur Road,4,1,0,1,Semi-Furnished,Villa,14,17880000,481.25,0.25,196
2126,Banashankari,5,4,2,0,Fully-Furnished,Apartment,10,9130000,425.2,0.8,100
1400,Koramangala,5,5,2,1,Unfurnished,Apartment,12,10600000,280.0,1.0,144
2403,Banashankari,3,4,2,1,Semi-Furnished,Independent House,7,17600000,801.0,1.3333333333333333,49
828,Uttarahalli,2,1,0,1,Unfurnished,Villa,8,5390000,414.0,0.5,64
1415,Uttarahalli,2,3,2,0,Unfurnished,Independent House,9,10510000,707.5,1.5,81
1095,HSR Layout,1,1,2,2,Unfurnished,Apartment,15,8960000,1095.0,1.0,225
1220,Bannerghatta Road,4,5,0,0,Unfurnished,Independent House,14,10200000,305.0,1.25,196
2066,Banashankari,1,1,1,2,Semi-Furnished,Villa,7,15850000,2066.0,1.0,49
864,BTM Layout,3,4,1,2,Semi-Furnished,Apartment,11,4890000,288.0,1.3333333333333333,121
1223,Bellandur,4,1,0,0,Unfurnished,Villa,14,5100000,305.75,0.25,196
1535,KR Puram,2,2,1,2,Fully-Furnished,Apartment,13,12190000,767.5,1.0,169
955,Sarjapur Road,4,2,0,0,Fully-Furnished,Villa,5,6050000,238.75,0.5,25
1112,Kengeri,4,1,2,0,Fully-Furnished,Apartment,1,10930000,278.0,0.25,1
917,HSR Layout,4,4,1,2,Fully-Furnished,Apartment,2,7100000,229.25,1.0,4
2405,Jayanagar,5,6,2,0,Semi-Furnished,Apartment,8,10780000,481.0,1.2,64
2083,Rajajinagar,5,6,1,0,Unfurnished,Villa,8,10130000,416.6,1.2,64
1800,Marathahalli,5,1,0,2,Fully-Furnished,Villa,5,15410000,360.0,0.2,25
2338,Sarjapur Road,3,1,0,0,Fully-Furnished,Independent House,9,25450000,779.3333333333334,0.3333333333333333,81
2296,Banashankari,4,1,0,0,Unfurnished,Villa,6,10520000,574.0,0.25,36
1996,Marathahalli,1,2,0,1,Semi-Furnished,Villa,8,11880000,1996.0,2.0,64
1700,Banashankari,2,1,2,0,Semi-Furnished,Independent House,9,16660000,850.0,0.5,81
2426,Yelahanka,5,2,1,1,Semi-Furnished,Villa,15,13360000,485.2,0.4,225
906,Indiranagar,2,1,1,1,Semi-Furnished,Villa,14,8510000,453.0,0.5,196
2480,Malleshwaram,1,1,2,0,Semi-Furnished,Independent House,7,10870000,2480.0,1.0,49
912,HSR Layout,5,2,1,1,Unfurnished,Independent House,3,7260000,182.4,0.4,9
1231,Kengeri,3,1,2,1,Semi-Furnished,Villa,6,7320000,410.3333333333333,0.3333333333333333,36
1979,BTM Layout,3,1,1,1,Unfurnished,Villa,14,21680000,659.6666666666666,0.3333333333333333,196
2303,JP Nagar,5,6,2,1,Semi-Furnished,Apartment,4,15030000,460.6,1.2,16
1280,Bellandur,4,1,0,1,Fully-Furnished,Apartment,5,10400000,320.0,0.25,25
1587,HSR Layout,4,2,0,1,Unfurnished,Villa,11,8720000,396.75,0.5,121
1975,Indiranagar,1,1,2,1,Semi-Furnished,Apartment,2,10490000,1975.0,1.0,4
825,Jayanagar,5,2,2,1,Fully-Furnished,Independent House,6,4770000,165.0,0.4,36
1465,Bannerghatta Road,1,2,1,2,Semi-Furnished,Apartment,6,11980000,1465.0,2.0,36
